RANK,SONG,ARTIST,YEAR,WEIGHT,SENT,DECADE,LYRICS
82,bernadette,four tops,1967,19,2,60, bernadette people are searchin for the kind of love that we possess some go on searchin their whole life through and never find the love ive found in you and when i speak of you i see envy in other mens eyes and im well aware of whats on their minds they pretend to be my friendwhen all the time they long to persuade you from my side theyd give the world and all they own for just one moment we have knownbernadette they want you because of the pride that gives but bernadette i want you because i need you to live but while i live only to hold you some other men they long to control you but how can they control you bernadette when they can not control themselves bernadette from wanting you needing you but darling you belong to meill tell the world you belong to me ill tell the world youre the soul of me ill tell the world youre a part of mein your arms i find the kind of peace of mind the world is searching for but you you give me the joy this heart of mine has always been longing for in you i have what other men long for all men need someone to worship and adore thats why i treasure you and place you high above for the only joy in life is to be loved so whatever you do bernadette keep on loving me bernadette keep on needing me bernadetteyoure the soul of me on that dream youre a  to me and bernadette you mean more to me than a woman was ever meant to be 
83,the beat goes on,sonny  cher,1967,18,1,60,the beat goes on the beat goes on drums keep pounding a rhythm to the brain la de da de de la de da de da charleston was once the rage uh huh history has turned the page uh huh the mini skirts the current thing uh huh teenybopper is our newborn king uh huh and the beat goes on the beat goes on the drums keep pounding a rhythm to the brain la de da de de la de da de da the grocery stores the super mart uh huh little girls still break their hearts uh huh and men still keep on marching off to war electrically they keep a baseball score and the beat goes on the beat goes on drums keep pounding a rhythm to the brain la de da de de la de da de da grandmas sit in chairs and reminisce boys keep chasing girls to get a kiss the cars keep going faster all the time bums still cry hey buddy have you got a dime and the beat goes on the beat goes on drums keep pounding a rhythm to the brain la de da de de la de da de da and the beat goes on yes the beat goes on and the beat goes on and the beat goes on on on and the beat goes on and the beat goes on
84,snoopy vs the red baron,the royal guardsmen,1967,17,1,60,royal guardsmen miscellaneous snoopy vs the red baron after the turn of the century in the clear blue skies over germany came a roar and a thunder men had never heard like the scream and the sound of a big war bird up in the sky a man in a plane baron von richthofen was his name eighty men tried and eighty men died now theyre buried together on the countryside  chorus ten twenty thirty forty fifty or more the bloody red baron was rollin out the score eighty men died tryin to end that spree of the bloody red baron of germany in the nick of time a hero arose a funnylooking dog with a big black nose he flew into the sky to seek revenge but the baron shot him downcurses foiled again  chorus now snoopy had sworn that hed get that man so he asked the great pumpkin for a new battle plan he challenged the german to a real dogfight while the baron was laughing he got him in his sight that bloody red baron was in a fix hed tried everything but hed run out of tricks snoopy fired once and he fired twice and that bloody red baron went spinning out of sight  chorus to fade snoopy vs the red baron the royal guardsmen
85,societys child,janis ian,1967,16,1,60, come to my door baby face is clean and shining black as night my mother went to answer you know that you looked so finenow i could understand your tears and your shame she called you boy instead of your name when she wouldnt let you inside when she turned and said but honey hes not our kindshe says i cant see you any more baby cant see you anymorewalk me down to school baby everybodys acting deaf and blind until they turn and say why dont you stick to your own kindmy teachers all laugh they smirk and stare cuttin deep down in our affair preachers of equality think they believe it then why wont they just let us bethey say i cant see you anymore baby cant see you anymoreone of these days im gonna stop my listenin gonna raise my head up high one of these days im gonna raise my glistenin wings and flybut that day will have to wait for awhile baby im only societys child when were older things may change but for now this is the way they must remaini say i cant see you any more baby cant see you anymore no i dont wanna see you any more baby 
87,aint no mountain high enough,marvin gaye  tammi terrell,1967,14,2,60,listen baby aint no mountain high aint no valley low aint no river wide enough babyif you need me call me no matter where you are no matter how far dont worry baby just call my name ill be there in a hurry you dont have to worry cause baby there aint no mountain high enough aint no valley low enough aint no river wide enough to keep me from getting to you babe remember the day i set you free i told you you could always count on me darlin from that day on i made a vow ill be there when you want me some waysome how cause baby there aint no mountain high enough aint no valley low enough aint no river wide enough to keep me from getting to you babe oh no darlin no wind no rain all winters cold cant stop me baby no no baby cause you are my goal if youre ever in trouble ill be there on the double just send for me oh babymy love is alive way down in my heart although we are miles apart if you ever need a helping hand ill be there on the double as fast as i can dont you know that there aint no mountain high enough aint no valley low enough aint no river wide enough to keep me from getting to you babe dont you know that there aint no mountain high enough aint no valley low enough aint no river wide enough there aint no mountain high enough aint no valley low enough
88,i take it back,sandy posey,1967,13,1,60, here he comes now ive got to tell him somehow i could put it off till later but its best i do it nowbaby listen to me there is something i must try to say ive put it off so long but ive decided that today is the daymy love for you is dying oh no please dont start crying 
89,here comes my baby,the tremeloes,1967,12,1,60,in the midnight moonlight hour hes walking along that lonely lonely mile and every time i do i keep seeing this picture of you here comes my baby here she comes now and it comes as no surprise for me with another guy well here comes my baby here she comes now walking with her love with her love thats oh so fine never to be mine no matter how i try you never walk alone and youre forever talking on the phone i tried to call you names but every time it comes out the same here comes my baby here she comes now and it comes as no surprise for me with another guy well here comes my baby here she comes now walking with her love with her love thats oh so fine never to be mine no matter how i try here comes my baby here she comes now and it comes as no surprise for me with another guy well here comes my baby here she comes now walking with her love with her love thats oh so fine never to be mine no matter how i try
90,everlasting love,robert knight,1967,11,2,60,hearts go astray leaving hurt when they go i went away just when you you needed me so filled with regret i come back begging you wont you forget welcome love we once knew open up your eyes then youll realize here i stand with my everlasting love need you by my side girl to be my bride youll never be denied everlasting love from the very start open up your heart be a lasting part of everlasting love need a love to last forever need a love to last forever where lifes river flows no one really knows till someones there to show the way to lasting love like the sun shines endlessly it shines you always will be mine its eternal love when others lovelights gone ours will still be strong well have our very own everlasting love real love to last forever real love to last forever open up your eyes then youll realize here i stand with my everlasting love need you by my side girl to be my bride youll never be denied everlasting love from the very start open up your heart be a lasting part of everlasting love when others lovelights gone ours will still be strong well have our very own everlasting love
91,i dig rock and roll music,peter paul and mary,1967,10,2,60,i dig rock and roll music and i love to get the chance to play and sing it i figure its about the happiest sound goin down today the message may not move me or mean a great deal to me but hey it feels so groovy to say i dig the mamas and the papas at the trip sunset strip in la and they got a good thing goin when the words dont get in the way and when theyre really wailing michelle and cass are sailin hey they really nail me to the wall donovan incomprehensible in a dream like tripped out way his crystal images tell you bout a brighter day and when the beatles tell you theyve got a word love to sell you they mean exactly what they say i dig oh rock and roll music i could really get it on in that scene i think i could say somethin if you know what i mean but if i really say it the radio wont play it unless i lay it between the lines
93,i had too much to dream last night,the electric prunes,1967,8,1,60, last night your shadow fell upon my lonely room i touched your golden hair and tasted your perfume your eyes were filled with love the way they used to be your gentle hand reached out to comfort me then came the dawn and you were gone you were gone gone gonei had too much to dream last night too much to dream im not ready to face the light i had too much to dream last night last nightthe room was empty as i staggered from my bed i could not bear the image racing through my head you were so real that i could feel your eagerness and when you raised your lips for me to kiss came the dawn and you were gone you were gone gone gonei had too much to dream last night too much to dream im not ready to face the light i had too much to dream last night last nighti had too much to dream last night too much to dream im not ready to face the light i had too much to dream last night last nightoh too much to dream oh too much to dream too much to dream last night oh too much to dream oh too much to dream oh too much to dream 
94,daydream believer,the monkees,1967,7,1,60,oh i could hide neath the wings of the bluebird as she sings the six oclock alarm would never ring but it rings and i rise wipe the sleep out of my eyes the shavin razors cold and it stings cheer up sleepy jean oh what can it mean to a daydream believer and a homecoming queen you once thought of me as a white knight on his steed now you know how happy i can be oh and our good times start and end without dollar one to spend but how much baby do we really need cheer up sleepy jean oh what can it mean to a daydream believer and a homecoming queen cheer up sleepy jean oh what can it mean to a daydream believer and a homecoming queen cheer up sleepy jean oh what can it mean to a daydream believer and a homecoming queen cheer up sleepy jean oh what can it mean to a daydream believer and a homecoming queen cheer up sleepy jean oh what can it mean to a daydream believer and a homecoming queen
95,baby i need your lovin,johnny rivers,1967,6,1,60, baby i need your lovin baby i need your lovinalthough youre never near your voice i often hear another day another night i long to hold you tight cause im so lonelychorus baby i need your lovin i got to have all your lovin baby i need your lovin got to have all your lovinsome say its a sign of weakness for a man to beg then weak id rather be if it means havin you to keep cause lately ive been losin sleepchorusempty nights echo your name sometimes i wonder will i ever be the sameoh yeah when you see me smile you know things have gotten worse any smile you might see has all been rehearseddarlin i cant go on without you this emptiness wont let me live without you this loneliness inside me darlin makes me feel not alive honeychorus x2 
96,mirage,tommy james and the shondells,1967,5,1,60, i see you standing in the alleys and the hallways wait a second youre gone now i run to touch you but you vanish through the doorway and oh how hard it is to live without youi love everything about you now i know youre really gone but my imagination is so strong that i see you coming into viewand your face is telling me that you oh yeah oh want to be by my side oh yeah oh now its finally time wait a secondmirage thats all you are to me mirage something i only seeso i keep walking through the alleys and the hallways where are you i keep remembering the kissing in the doorways the car too how it all comes back to methe movies every saturday the place we used to go to eat i want so much to have it like it used to be that i see you coming into viewand your face is telling me that you oh yeah oh want to be by my side oh yeah oh now its finally time here it comes againmirage thats all you are to me mirage something i only seejust a mirage thats all you are to me just a mirage something that i only seejust a mirage thats all you are to me just a mirage something that i only see 
97,green green grass of home,tom jones,1967,4,1,60, the old home town looks the same as i step down from the train and there to meet me is my mama and papadown the road i look and there runs mary hair of gold and lips like cherries its good to touch the green green grass of homeyes theyll all come to meet me arms reaching smiling sweetly its good to touch the green green grass of homethe old house is still standing though the paint is cracked and dry and theres that old oak tree that i used to play ondown the lane i walk with my sweet mary hair of gold and lips like cherries its good to touch the green green grass of homethen i awake and look around me at four gray walls that surround me and i realize yes i was only dreamingfor theres a guard and theres a sad old padre arm and arm well walk at daybreak again ill touch the green green grass of homeyes theyll all come to see me in the shade of that old oak tree as they lay me neath the green green grass of home 
98,i can see for miles,the who,1967,3,2,60,the who miscellaneous i can see for miles i can see for miles the who townshend i know youve deceived me now heres a surprise i know that you have cause theres magic in my eyes i can see for miles and miles and miles and miles and miles oh yeah if you think that i dont know about the little tricks youve played and never see you when deliberately you put things in my way well heres a poke at you youre gonna choke on it too youre gonna lose that smile beacuse all the while i can see for miles and miles i can see for miles and miles i can see for miles and miles and miles and miles and miles oh yeah you took advantage of my trust in you when i was so far away i saw you holding lots of other guys and now youve got the nerve to say that you still want me well thats as may be but you gotta stand trial because all the while i can see for miles and miles i can see for miles and miles i can see for miles and miles and miles and miles and miles oh yeah i know youve deceived me now heres a surprise i know that you have cause theres magic in my eyes i can see for miles and miles and miles and miles and miles oh yeah the eiffel tower and the taj mahal are mine to see on clear days you thought that i would need a crystal ball to see right through the haze well heres a poke at you youre gonna choke on it too youre gonna lose that smile beacuse all the while i can see for miles and miles i can see for miles and miles i can see for miles and miles and miles and miles and miles and miles and miles and miles and miles i can see for miles and miles i can see for miles and miles i can see for miles and miles i can see for miles and miles
99,dont sleep in the subway,petula clark,1967,2,1,60, you wander around on your own little cloud when you dont see the why or the wherefore you walk out on me when we both disagree cause to reason is not what you care forive heard it all a million times before take off your coat my love and close the doordont sleep in the subway darlin dont stand in the pouring rain dont sleep in the subway darlin the night is long forget your foolish pride nothings wrong now youre beside me againyou try to be smart then you take it to heart cause it hurts when your ego is deflated you dont realize that its all compromise and the problems are so overratedgoodbye means nothing when its all for show so why pretend youve somewhere else to godont sleep in the subway darlin dont stand in the pouring rain dont sleep in the subway darlin the night is long forget your foolish pride nothings wrong now youre beside me againdont sleep in the subway darlin dont stand in the pouring rain dont sleep in the subway darlin the night is long forget your foolish pride nothings wrong now youre beside me againdont sleep in the subway darlin dont stand in the pouring rain dont sleep 
1,hey jude,the beatles,1968,100,1,60,hey jude dont make it bad take a sad song and make it better remember to let her into your heart then you can start to make it better hey jude dont be afraid you were made to go out and get her the minute you let her under your skin then you begin to make it better and anytime you feel the pain hey jude refrain dont carry the world upon your shoulders for well you know that its a fool who plays it cool by making his world a little colder na na na na na na na na na hey jude dont let me down you have found her now go and get her remember to let her into your heart then you can start to make it better so let it out and let it in hey jude begin youre waiting for someone to perform with and dont you know that its just you hey jude youll do the movement you need is on your shoulder na na na na na na na na na yeah hey jude dont make it bad take a sad song and make it better remember to let her under your skin then you begin to make it better better better better better better oh na na na nana na na nana na na hey jude na na na nana na na nana na na hey jude na na na nana na na nana na na hey jude na na na nana na na nana na na hey jude na na na nana na na nana na na hey jude na na na nana na na nana na na hey jude ?¢
3,honey,bobby goldsboro,1968,98,1,60, see the tree how big its grown but friend it hasnt been too long it wasnt big i laughed at her and she got mad the first day that she planted it was just a twigthen the first snow came and she ran out to brush the snow away so it wouldnt die came runnin in all excited slipped and almost hurt herself and i laughed till i criedshe was always young at heart kinda dumb and kinda smart and i loved her so and i surprised her with a puppy kept me up all christmas eve two years agoand it would sure embarrass her when i came in from workin late cause i would know that shed been sittin there and cryin over some sad and silly late late showand honey i miss you and im bein good and id love to be with you if only i couldshe wrecked the car and she was sad and so afraid that id be mad but what the heck though i pretended hard to be guess you could say she saw through me and hugged my necki came home unexpectedly and caught her cryin needlessly in the middle of the day and it was in the early spring when flowers bloom and robins sing she went awayand honey i miss you and im bein good and id love to be with you if only i couldone day while i was not at home while she was there and all alone the angels came now all i have is memories of honey and i wake up nights and call her namenow my lifes an empty stage where honey lived and honey played and love grew up and a small cloud passes overhead and cries down on the flower bed that honey lovedand see the tree how big its grown but friend it hasnt been too long it wasnt big and i laughed at her and she got mad the first day that she planted it was just a twig 
4,sittin on the dock of the bay,otis redding,1968,97,1,60, sittin in the mornin sun ill be sittin when the evenin comes watchin the ships roll in then i watch em roll away again yeah im sittin on the dock of the bay watchin the tide roll away ooo im just sittin on the dock of the bay wastin timei left my home in georgia headed for the frisco bay cause i had nothin to live for it look like nothins gonna come my way so im just goin sittin on the dock of the bay watchin the tide roll away ooo im sittin on the dock of the bay wastin timelook like nothins gonna change everything still remains the same i cant do what ten people tell me to do so i guess ill remain the same yessittin here restin my bones and this loneliness wont leave me alone yes two thousand miles i roam just to make this dock my home now im just gonna sit at the dock of the bay watchin the tide roll away ooo yea sittin on the dock of the bay wastin time 
5,people got to be free,the rascals,1968,96,1,60, all the world over so easy to see people everywhere just wanna be free listen please listen thats the way it should be theres peace in the valley people got to be freeyou should see what a lovely lovely world thisd be everyone learned to live together ah hah seems to me such an itty bitty thing should be why cant you and me learn to love one anotherall the world over so easy to see people everywhere just wanna be free wanna be free i cant understand it so simple to me people everywhere just got to be freeif theres a man who is down and needs a helpin hand all it takes is you to understand and to pull him through ah hah seems to me we got to solve it individually ah ah and ill do unto you what you do to me said nohear the shoutin from the mountains on out to the sea no two ways about it people have to be free they gotta be free ask me my opinion my opinion will be natural situation for a man to be freeget right on board now huh huhyeah oh what a feelins just come over me love can move a mountain make a blind man see everybody sing it now come on lets go see peace in the valley now we all can be freesee that train over there now thats the train of freedom its about to rrive any minute now you know its beena long long overdue look out cause its acomin right on through ha ha yeah ha ha yeah 
6,sunshine of your love,cream,1968,95,1,60, its getting near dawn when lights close their tired eyes ill soon be with you my love to give you my dawn surprise ill be with you darling soon ill be with you when the stars start fallingive been waiting so long to be where im going in the sunshine of your loveim with you my love the lights shining through on you yes im with you my love its the morning and just we two ill stay with you darling now ill stay with you till my seas are dried upive been waiting so long to be where im going in the sunshine of your loveim with you my love the lights shining through on you yes im with you my love its the morning and just we two ill stay with you darling now ill stay with you till my seas are dried upive been waiting so long ive been waiting so long ive been waiting so long to be where im going in the sunshine of your love 
7,this guys in love with you,herb alpert,1968,94,3,60,you see this guy this guys in love with you yes im in love who looks at you the way i do when you smile i can tell we know each other very well how can i show you im glad i got to know you cause ive heard some talk they say you think im fine this girls in love and what id do to make you mine tell me now is it so dont let me be the last to know my hands are shakin dont let my heart keep breaking cause i need your love i want your love say youre in love in love with this guy if not ill just die tell me now is it so dont let me be the last to know my hands are shakin dont let my heart keep breaking cause i need your love i want your love say youre in love in love with this guy if not ill just die
8,the good the bad and the ugly,hugo montenegro,1968,93,1,60,here is the tale of the boy standing in front of you not one word is exaggerated  entirely true a four square in chemistry my agenda tonight as i rock the house left and a i rock the house right i cant fly i cant dance and i dont like any bands listen up cause i am atom i am the sequencing man where i want is where i go im always armed with a burrito listen up cause i am atom i am the sequencing man i travel the world with my band in a box and i rock 10 times harder than your average punk rock band im almost done im almost through i hope to god im not boring you i often do the number 2 i am the always often pooping jew i cant fly i cant dance and i dont like any bands listen up cause i am atom i am the sequencing man where i want is where i go im always armed with a burrito listen up cause i am atom i am the sequencing man i cant fly i cant dance and i dont like your band listen up cause i am atom i am the sequencing man where i want is where i go im always armed with a burrito pay attention cause i am atom i am the sequencing man
9,mrs robinson,simon  garfunkel,1968,92,2,60,and heres to you mrs robinson jesus loves you more than you will know wo wo wo god bless you please mrs robinson heaven holds a place for those who pray hey hey hey hey hey hey wed like to know a little bit about you for our files wed like to help you learn to help yourself look around you all you see are sympathetic eyes stroll around the grounds until you feel at home and heres to you mrs robinson jesus loves you more than you will know wo wo wo god bless you please mrs robinson heaven holds a place for those who pray hey hey hey hey hey hey hide it in a hiding place where no one ever goes put it in your pantry with your cupcakes its a little secret just the robinsons affair most of all youve got to hide it from the kids coo coo cachoo mrs robinson jesus loves you more than you will know wo wo wo god bless you please mrs robinson heaven holds a place for those who pray hey hey hey hey hey hey sitting on a sofa on a sunday afternoon going to the candidates debate laugh about it shout about it when youve got to choose every way you look at it you lose where have you gone joe dimaggio a nation turns its lonely eyes to you woo woo woo whats that you say mrs robinson joltin joe has left and gone away hey hey hey hey hey hey
10,tighten up,archie bell  the drells,1968,91,1,60,hi everybody im archie bell of the drells from houston texas we dont only sing but we dance just as good as we walk in houston we just started a new dance called the tighten up this is the music we tighten up with first tighten up on the drums come on now drummer i want you to tighten it up for me now oh yeah tighten up on that bass now tighten it up ha ha yeah now let that guitar fall in oh yeah tighten up on that organ now yeah you do the tighten up yeah now i said if you can do it now it sure would be tough now look here come on now now make it mellow lets tighten it up now do the tighten up everybody can do it now so get to it were gonna tighten up lets do the tighten up you can do it now so baby get to it look to your left now look to your right everybody can do it but dont you get too tight come on and tighten up lets tighten it up now lets tighten it up now tighten it up do the tighten up come and tighten it up tighten it up now come on now billy tighten it up oh yeah sock it to me now tighten it up come on and tighten up that bass oh yeah now look here i want that guitar to fall in on there tighten it up now oh yeah now tighten it up organ yeah now everybody tighten it up now now look here we gonna make it mellow for you now we gonna make it mellow now tighten it up you can get it move to your left move to your right tighten it up now everything will be outta sight come on and tighten it up tighten it up now you can do it
11,harper valley pta,jeannie c riley,1968,90,1,60, i wanna tell you all a story bout a harper valley widowed wife who had a teenage daughter who attended harper valley junior high well her daughter came home one afternoon and didnt even stop to play and she saidmom i got a note here from the harper valley ptawell the note said mrs johnson youre wearing your dresses way too high its reported youve been drinkin and runnin round with men and goin wild and we dont believe you oughta be a bringin up your little girl this way and it was signed by the secretary harper valley ptawell it happened that the pta was gonna meet that very afternoon and they were sure surprised when mrs johnson wore her miniskirt into the room and as she walked up to the black board i still recall the words she had to say she said id like to address this meeting of the harper valley ptawell theres bobby taylor sittin there and seven tims hes asked me for a date and mrs taylor seems to use a lotta ice whenever hes away and mr baker can you tell us why your secretary had to leave this town and shouldnt widow jones be told to keep her window shades a pulled completely downwell mr harper couldnt be here cause he stayed too long at kellys bar again and if you smell shirley thompsons breath youll find shes had a little nip of gin and then you have the nerve to tell me you think that as a mother im not fit well this is just a little peyton place and youre all harper valley hypocritesno i wouldnt put you on because it really did happen just this way the day my momma socked it to the harper valley pta the day my momma socked it to the harper valley pta 
12,little green apples,o c smith,1968,89,2,60,and i wake up in the mornin with my hair down in my eyes and she says hi and i stumble to the breakfast table while the kids are goin off to schoolgoodbye and she reaches out n takes my hand and squeezes it n says how ya feelin hon and i look across at smilin lips that warm my heart and see my mornin sun and if thats not lovin me then all ive got to say god didnt make little green apples and it dont rain in indianapolis in the summertime and theres no such thing as doctor seuss or disneyland and mother goose no nursery rhyme god didnt make little green apples and it dont rain in indianapolis in the summertime and when my self is feelin low i think about her face aglow and ease my mind sometimes i call her up at home knowin shes busy and ask her if she could get away and meet me and maybe we could grab a bite to eat and she drops what shes doin and she hurries down to meet me and im always late but she sits waitin patiently and smiles when she first sees me cause shes made that way and if that aint lovin me then all ive got to say god didnt make little green apples and it dont snow in minneapolis when the winter comes and theres no such thing as makebelieve puppy dogs autumn leaves n bb guns god didnt make little green apples and it dont rain in indianapolis
13,mony mony,tommy james and the shondells,1968,88,2,60,tommyjamesandtheshondells essentials mony mony here she come down say mony mony well shoot em down turn around come home honey hey she gimme love an i feel alright now everybody  you got me tossin turnin in the night let em feel alright let me feel alright i say yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah well you make me feel mony mony so mony mony good mony mony yeah mony mony so good mony mony oh yeah mony mony come on mony mony all right baby mony mony say yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah break dis shake it mony mony shot gun get it done come on mony dont stop cookin it feels so good yeah hey well dont stop now hey come on mony well come on mony yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah well you make me feel mony mony so mony mony good mony mony yeah mony mony alright mony mony come on  mony mony so good  mony mony all right i say yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah ahhhhhhh oo i love ya mony mo mo mony oo i love ya mony mo mo mony oo i love ya mony mo mo mony oo i love ya mony mo mo mony i say yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah  yeah come on  come on  come on everybody alright alright come on
14,hello i love you,the doors,1968,87,2,60, hello i love you wont you tell me your name hello i love you let me jump in your gamehello i love you wont you tell me your name hello i love you let me jump in your gameshes walking down the street blind to every eye she meets do you think youll be the guy to make the queen of the angels sighhello i love you wont you tell me your name hello i love you let me jump in your gamehello i love you wont you tell me your name hello i love you let me jump in your gameshe holds her head so high like a statue in the sky her arms are wicked and her legs are long when she moves my brain screams out this songsidewalk crouches at her feet like a dog that begs for something sweet do you hope to make her see you fool do you hope to pluck this dusky jewelhello hello hello hello hello hello hello i want you hello i need my baby hello hello hello hello hello hello hello hello 
15,young girl,gary puckett  the union gap,1968,86,1,60,young girl get out of my mind my love for you is way out of line better run girl youre much too young girl with all the charms of a woman youve kept the secret of your youth you led me to believe youre old enough to give me love and now it hurts to know the truth ohh young girl get out of my mind my love for you is way out of line better run girl youre much too young girl beneath your perfume and makeup youre just a baby in disguise and though you know that its wrong to be alone with me that come on look is in your eyes ohh young girl get out of my mind my love for you is way out of line better run girl youre much too young girl so hurry home to your mama im sure she wonders where you are get out of here before i have the time to change my mind cause im afraid well go too far ohh young girl get out of my mind my love for you is way out of line better run girl youre much too young girl young girl get out of my mind my love for you is way out of line better run girl youre much too young girl young girl get out of my mind
16,cry like a baby,the box tops,1968,85,1,60, when i think about the good love you gave me i cry like a baby livin without you is drivin me crazy i cry like a babywell i know now that youre not a plaything not a toy or a puppet on a stringas i look back on a love so sweet i cry like a baby every road is a lonely street i cry like a babywell i know now that youre not a plaything not a toy or a puppet on a stringtoday we passed on the street and you just walked on by my heart just fell to my feet and once again i began to crywhen i think about the good love you gave me i cry like a baby livin without you is drivin me crazy i cry like a babywell i know now that youre not a plaything i cry like a babyas i look back on a love so sweet i cry like a baby every road is a lonely street i cry like a babymy heart just fell to my feet you know i cry like a baby you left the water running now i cry like a baby 
17,stoned soul picnic,the 5th dimension,1968,84,1,60,can you surry can you picnic can you surry can you picnic come on come on lets surry down to a stoned soul picnic surry down to a stoned soul picnic therell be lots of time and wine red yellow honey sassafras and moonshine red yellow honey sassafras and moonshine stoned soul stoned soul come on come on lets surry down to a stoned soul picnic surry down to a stoned soul picnic rain and sun come in akin and from the sky come the lord and the lightning and from the sky come the lord and the lightning stoned soul stoned soul surry on soul surry surry surry surry therell be trains of blossoms therell be trains of blossoms therell be trains of music therell be music therell be trains of trust trains of the golden dust come along and surry on sweet trains of thought surry on down can you surry can you surry surry down to a stoned soul picnic can you surry down to a stoned soul picnic therell be lots of time and wine red yellow honey sassafras and moonshine red yellow honey sassafras and moonshine moonshine stoned soul yeah surry on soul surry surry surry surry surry surry surry surry surry surry surry surry
18,grazing in the grass,hugh masekela,1968,83,1,60, sure is mellow grazin in the grass grazin in the grass yes baby can you dig it what a trip just watchin as the world goes past grazin in the grass yes baby can you dig it there are too many groovy things to see while grazin in the grass grazin in the grass yes baby can you dig it flowers with colours for takin everything outta sight grazin in the grass yes baby can you dig itthe sun peekin out between the leaves grazin in the grass yes baby can you dig it and the biriririrds dartin in and out of the trees grazin in the grass yes baby can you dig iteverything here is so clear you can see it and everything here is so real you can feel it and its real so real so real so real so real so real can you dig iti can dig it he can dig it she can dig it we can dig it they can dig it you can dig it oh lets dig it can you dig it baby i can dig it he can dig it she can dig it we can dig it they can dig it you can dig it oh lets dig it can you dig it babythe sun peekin out between the leaves grazin in the grass yes baby can you dig it and the biriririrds dartin in and out of the trees grazin in the grass yes baby can you dig iteverything here is so clear you can see it and everything here is so real you can feel it and its real so real so real so real so real so real can you dig iti can dig it he can dig it she can dig it we can dig it they can dig it you can dig it oh lets dig it can you dig it baby i can dig it he can dig it she can dig it we can dig it they can dig it you can dig it oh lets dig it can you dig it baby 
19,midnight confessions,the grass roots,1968,82,1,60,the sound of your footsteps telling me that youre near your soft gentle motion baby brings out the need in me that no one can hear except in my midnight confessions when i tell all the world that i love you in my midnight confessions when i say all the things that i want to i love you but a little gold ring you wear on your hand makes me understand theres another before me youll never be mine im wasting my time staggering through the daytime your image on my mind passing so close beside you baby sometimes the feelings are so hard to hide except in my midnight confessions when i tell all the world that i love you in my midnight confessions when i say all the things that i want to i love you but a little gold ring you wear on your hand makes me understand theres another before me youll never be mine im wasting my time in my midnight confessions when i tell all the world that i love you na na na na na na na na na na na na na na na na
20,dance to the music,sly  the family stone,1968,81,0,60,cynthia get up and dance to the music get on up and dance to the  music dance to the music dance to the music dance to the music dance to the music hey greg what all we need is a drummer for people who only need a beat yeah im gonna add a little guitar and make it easy to move your feet im gonna add some bottom so that the dancers just wont hide you might like to hear my organ i said him ride sally ride now cynthia get up on if i could hear the horns blowin cynthia on the throne yeah listen to me cynthia and jerry got a message theyre sayin all the squares go home listen to the voices dance to the music dance to the music dance to the music 
22,i wish it would rain,the temptations,1968,79,2,60,sunshine blue skies please go away my girl has found another and gone away with her went my future my life is filled with gloom so day after day i stayed locked up in my room i know to you it might sound strange but i wish it would rain oh yeah yeah yeah yeah how i wish that it would rain cause so badly i wanna go outside such a lovely day but everyone knows that a man aint suppose to cry listen i gotta cry cause cryin eases the pain oh yeah people this hurt i feel inside words can never explain i just wish it would rain oh how i wish that it would rain oh let it rain rain rain rain   oh how i wish that it would rain baby let it rain oh yeah let it rain   let it rain day in day out my tear stained face pressed against the window pane my eyes search the skies desperately for rain cause raindrops will hide my teardrops and no one will ever know that im cryin cryin when i go outside to the world outside my tears i refuse to explain oh i wish it would rain baby   oh how i wish that it would rain let it rain let it rain   let it rain i need rain to disguise the tears in my eyes oh let it rain oh yeah yeah listen   let it rain rain rain rain rain im a man and i got my pride   let it rain rain rain rain rain give me rain or im gonna stay inside let it rain
24,turn around look at me,the vogues,1968,77,1,60,there is someone walking behind you turn around look at me there is someone watching your footsteps turn around look at me there is someone who really needs you heres my heart in my hand turn around look at me   turn around look at me understand understand that theres someone wholl stand beside you turn around look at me and theres someone wholl love and guide you turn around look at me ive waited but ill wait forever for you to come to me look at someone who really loves you   look at someone yeah really loves you turn around look at me turn around look at me
25,judy in disguise with glasses,john fred  his playboy band,1968,76,1,60,judy in disguise well thats awhat you are alemonade pies with a brand new car cantaloupe eyes come to me tonight your judy in disguise with glasses keep awearing your bracelets and your new rah rah across your heart yeah with your living bra achimney sweep sparrow with guys your judy in disguise with glasses come to me tonight  come to me tonight ive taken everything in sight unzipper the strings of my kite judy in disguise well what you aiming for acircus of ahorrors yeah yeah well thats what you are you make me a life of ashes i guess ill just take your glasses
26,spooky,classics iv,1968,75,1,60, in the cool of the evening when evrything is gettin kind of groovy i call you up and ask you if you want to go and meet and see a movie first you say no youve got some plans for the night and then you stop and say all right love is kinda crazy with a spooky little girl like youyou always keep me guessin i never seem to know what you are thinkin and if a fella looks at you its for sure your little eye will be awinkin i get confused cause i dont know where i stand and then you smile and hold my hand love is kinda crazy with a spooky little girl like you spookyif you decide someday to stop this little game that you are playin im gonna tell you all what my hearts been adyin to be sayin just like a ghost youve been ahauntin my dreams so ill propose on halloween love is kinda crazy with a spooky little girl like youspooky spooky spooky ohwhoa all right i said spooky 
