RANK,SONG,ARTIST,YEAR,WEIGHT,SENT,DECADE,LYRICS
53,say you love me,fleetwood mac,1976,48,1,70, have mercy baby on a poor girl like me you know im falling falling falling at your feet im tingling right from my head to my toes so help me help me help me make the feeling gocause when the loving starts and the lights go down and theres not another living soul around then you woo me until the sun comes up and you say that you love mehave pity baby just when i thought it was over now you got me running running running for cover im begging you for a little sympathy and if you use me again itll be the end of mecause when the loving starts and the lights go down theres not another living soul around you woo me until the sun comes up and you say that you love mebaby baby hope youre going to stay away cause im getting weaker weaker everyday i guess im not as strong as i used to be and if you use me again itll be the end of mecause when the loving starts and the lights go down theres not another living soul around you woo me until the sun comes up and you say that you love mecause when the loving starts and the lights go down yheres not another living soul around you woo me until the sun comes up and you say that you love me say that you love me say that you love mefallin fallin fallin fallin fallin fallin fallin fallin fallin fallin fallin fallin fallin fallin fallin 
54,times of your life,paul anka,1976,47,3,70, good morning yesterday you wake up and time has slipped away and suddenly its hard to find the memories you left behind remember do you rememberthe laughter and the tears the shadows of misty yesteryears the good times and the bad youve seen and all the others in between remember do you remember the times of your life do you rememberreach out for the joy and the sorrow put them away in your mind the memries are time that you borrow to spend when you get to tomorrowhere comes the setting sun comes the setting sun the seasons are passing one by one so gather moments while you may collect the dreams you dream today remember will you remember the times of your lifegather moments while you may collect the dreams you dream today remember will you remember the times of your lifeof your life of your life do you remember baby do you remember the times of your lifefadedo you remember baby do you remember the times of your life 
55,devil woman,cliff richard,1976,46,2,70, ive had nothing but bad luck since the day i saw the cat at my door so i came here to you sweet lady answering your mystical call crystal ball on the table showing the future the past same cat with them evil eyes and i knew it was a spell shed castshes just a devil woman with evil on her mind beware the devil woman shes gonna get you shes just a devil woman with evil on her mind beware the devil woman shes gonna get you from behindgive me the ring on your finger let me see the lines of your hand i can see me a tall dark stranger giving you what you hadnt planned i drank the potion she offered me i found myself on the floor then i looked in those big green eyes and i wondered what i came there forshes just a devil woman with evil on her mind beware the devil woman shes gonna get you shes just a devil woman with evil on her mind beware the devil woman shes gonna get you from behindstay awake look out if youre out on a moonlit night be careful of the neighborhood strays of a lady with long black hair tryin to win you with her feminine ways crystal ball on the table showing the future the past same cat with them evil eyes youd better get out of there fast shes just a devil woman with evil on her mind beware the devil woman shes gonna get youshes just a devil woman with evil on her mind beware the devil woman shes gonna get you shes just a devil woman with evil on her mind beware the devil woman shes gonna get youshes just a devil woman with evil on her mind beware the devil woman shes gonna get you shes just a devil woman with evil on her mind beware the devil woman 
56,fooled around and fell in love,elvin bishop,1976,45,1,70, i must have been through about a million girls id love em and id leave em alone i didnt care how much they cried no sir their tears left me cold as a stonebut then i fooled around and fell in love i fooled around and fell in love i fooled around and fell in love i fooled around and fell in loveit used to be when id see a girl that i liked id get out my book and write down her name but when the grass got a little greener on the other side id just tear out that pagebut then i fooled around and fell in love i fooled around and fell in love since i met you baby i fooled around and fell in love i fooled around and fell in lovefree on my own thats the way i used to be but since i met you baby loves got a hold on mefooled around and fell in love whoo its got ahold on me now yeah fooled around and fell in love i cant let go of you baby fooled around and fell in love i cant stop loving you now fooled around and fell in love hey cause i fooled around i fooled around i fooled around i fooled around i fooled around i fooled around fooled around and fell in love 
57,convoy,c w mccall,1976,44,2,70,on the cb ah breaker onenine this heres the rubber duck you gotta copy on me pig pen cmon ah yeah 104 pig pen fer shure fer shure by golly its clean clear to flag town cmon yeah thats big 104 there pig pen yeah we definitely got the front door good buddy mercy sakes alive looks like we got us a convoy was the dark of the moon on the sixth of june in a kenworth pullin logs cabover pete with a reefer on and a jimmy haulin hogs we is headin for bear on ioneoh bout a mile outta shaky town i says pig pen this heres the rubber duck and im about to put the hammer down chorus cause we got a little convoy rockin through the night yeah we got a little ole convoy aint she a beautiful sight come on and join our convoy aint nothin gonna get in our way we gonna roll this truckin convoy cross the usa convoy on the cb ah breaker pig pen this heres the duck and you wanna back off them hogs yeah 104 bout five mile or so ten roger them hogs is gettin intense up here by the time we got into tulsa town we had eightyfive trucks in all but theys a roadblock up on the cloverleaf and them bears was walltowall yeah them smokies is thick as bugs on a bumper they even had a bear in the air i says callin all trucks this heres the duck we about to go ahuntin bear chorus cause we got a great big convoy rockin through the night yeah we got a great big convoy aint she a beautiful sight come on and join our convoy aint nothin gonna get in our way we gonna roll this truckin convoy cross the usa convoy on the cb ah you wanna give me a 109 on that pig pen negatory pig pen youre still too close yeah them hogs is startin to close up my sinuses mercy sakes you better back off another ten well we rolled up interstate 44 like a rocket sled on rails we tore up all of our swindle sheets and left em settin on the scales by the time we hit that chitown them bears was agettin smart theyd brought up some reinforcements from the illinoise national guard theres armored cars and tanks and jeeps and rigs of evry size yeah them chicken coops was fulla bears and choppers filled the skies well we shot the line we went for broke with a thousand screamin trucks an eleven longhaired friends a jesus in a chartreuse micrabus on the cb ah rubber duck to sodbuster come over yeah 104 sodbuster lissen you wanna put that micrabus in behind that suicide jockey yeah hes haulin dynamite and he needs all the help he can git well we laid a strip for the jersey shore and prepared to cross the line i could see the bridge was lined with bears but i didnt have a doggoned dime i says pig pen this heres the rubber duck we just aint agonna pay no toll so we crashed the gate doing ninetyeight i says let them truckers roll 104 chorus cause we got a mighty convoy rockin through the night yeah we got a mighty convoy aint she a beautiful sight come on and join our convoy aint nothin gonna get in our way we gonna roll this truckin convoy cross the usa convoy convoy ah 104 pig pen whats your twenty convoy omaha well they oughta know what to do with them hogs out there fer shure well mercy convoy sakes good buddy we gonna back on outta here so keep the bugs off your glass and the bears off yourtail convoy tail well catch you on the flipflop this heres the rubber duck on the side we gone byebye
58,welcome back,john sebastian,1976,43,4,70, welcome back your dreams were your ticket out welcome back to that same old place that you laughed about well the names have all changed since you hung around but those dreams have remained and theyve turned around and whodve thought theyd lead ya whodve thought theyd lead ya back here where we need ya back here where we need ya yeah we teased him a lot cause we got him on the spot welcome back welcome back welcome back welcome back welcome back welcome backinstrumentalwhere the names have all changed since you hung around but those dreams have remained and theyve turned around and whodve thought theyd lead ya whodve thought theyd lead ya back here where we need ya back here where we need ya yeah we teased him a lot cause we got him on the spot welcome back welcome back welcome back welcome back welcome back welcome back yeah we teased him a lot welcome back welcome back cause we got him on the spot welcome back welcome back yeah we teased him a lot cause we got him on the spot welcome back welcome back welcome back welcome back welcome back welcome back welcome back 
59,sing a song,earth wind  fire,1976,42,1,70,when you feel down and out sing a song itll make your day you need lil time to shout on out sing a song itll make a way sometimes its hard to care sing a song itll make your day a smile is so hard to bear sing a song itll make a way sing a song sing a song sing a song sing a song well i bring your heart to believing sing a song itll make your day life aint about no retrieving and oh yeah itll make a way give yourself what you need sing a song itll make your day smile smile smile and believe sing a song itll make a way sing a song sing a song sing a song sing a song incomprehensible sing a song sing a song sing a song sing a song if you sing a song a day you will make a better way
60,heaven must be missing an angel,tavares,1976,41,1,70, heaven must be missin an angel missin one angel child cause youre here with me right now your love is heavenly baby heavenly to me babyyour kiss filled with tenderness i want all i can get of your sexiness showers your love comes in showers and every hour of the hour you let me feel your loving powertheres a rainbow over my shoulder ooh ooh when you came my cup runneth over you gave me your heavenly love and if one night you hear crying from aboveits cause heaven must be missin an angel missin one angel child cause youre here with me right now your love is heavenly baby heavenly to me babyooh heaven heaven ooh heaven heaven ooh heaven heaven heaven heavenoohim captured by your spell ooh ooh youre different girl i can tell oohoohooh when youre layin on my pillow baby above your pretty head theres a halo thats why i knowheaven must be missin an angel heaven missin on angel child cause youre here with me right now mmmha your love is heavenly baby heavenly to me baby oohmy sweet little angelheaven my pretty little angel heaven i love you love you love you love you love you baby say right now heavenheaven oohheaven heaven heaven must be missing an angel heaven heaven missing one angel child cause youre here with me right nowheaven heaven oh my heaven heaven missin an angel heaven heavenyou must have slipped away along the milky way its cause your kiss your kiss filled with tenderness you came cod on a moonbeam straight to me just like showers showers showers showers showers showers showers showers ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh oohyour heavenly power gets stronger by the hour heaven must be missin an angel im captured by your spell oh girl cant you tell heaven heaven must be missin an angelheaven heaven oohooh heaven heaven oohooh heaven heaven ooh heaven heaven ooh soso good soso good soso good baby mmmits just so good so good so good yeah its just so good so good so good i love the way you move i love the way you groove its just so good so good so good uh its just so good so good so good just like heaven oh baby its just so good so good so good heaven yeahheaven heaven heaven heaven ooh my heaven heaven heaven ooh your love is so good heaven heaven oh baby got to have my love yeahheaven heaven need it bad lord baby yeah heaven heaven i got to have my love yeah heaven heaven 
61,ill be good to you,the brothers johnson,1976,40,1,70,i want to know just how you feel instead i want to know if what you feel is real cause there is a reason yeah for the things that i say i want to love you girl in a special way weve been together for so very long i would hate to break up break up our happy home the way we stand and the way we lie the way we love and the way we cry of all these things there lies a tie makes me feel that its worth a try ill be good to you good to you good to you good to you ill be good to you good to you good to you ill be good to you good to you good to you ill be good to you good to you cause there is a reason for the things that i say i wanna love you girl in a special way weve been together for so very long i would hate to break up break up our happy home take a step now and let me know how all of your ways girl and all your know hows good to you good to you good to you ill be good to you good to you good to you ill be good to you good to you good to you ill be good to you good to you good to you good to you good to you ill be good to you good to you good to you ill be good to you good to you good to you ill be good to you good to you good to you good to you good to you ill be good to you good to you good to you ill be good to you good to you good to you ill be good to you good to you good to you good to you good to you ill be good to you good to you good to you ill be good to you good to you good to you ill be good to you good to you good to you good to you good to you ill be good to you good to you good to you ill be good to you good to you good to you ill be good to you good to you good to you good to you good to you
62,rock and roll music,the beach boys,1976,39,1,70,just let me hear some of that rock and roll music any old way you choose it its got a backbeat you cant lose it any old time you use it its gotta be rock and roll music if you wanna dance with me if you wanna dance with me i have no kicks against modern jazz unless they try to play it too darned fast and change the beauty of the melody until it sound just like a symphony thats why i go for that rock and roll music any old way you choose it its got a backbeat you cant lose it any old time you use it its gotta be rock and roll music if you wanna dance with me if you wanna dance with me i took my loved one over cross the tracks so she could hear my man awailin sax i must admit they have a rockin band man they was blowing like a hurricane thats why i go for that rock and roll music any old way you choose it its got a backbeat you cant lose it any old time you use it its gotta be rock and roll music if you wanna dance with me if you wanna dance with me way down south they gave a jubilee i tell you folks they had a jamboree and drinking beer from a wooden cup the folks adancin got all shook up they started playing that rock and roll music any old way you choose it its got a backbeat you cant lose it any old way you use it its gotta be rock and roll music if you wanna dance with me if you wanna dance with me say if you wanna dance with me if you wanna dance with me if you wanna dance with me its gotta be some of that if you wanna dance with me
63,shop around,captain  tennille,1976,38,1,70,just because youve become a young woman now theres still some things that you dont understand now before you ask some guy for his hand now you keep your freedom for as long as you can now my mama told me you better shop around you better shop around theres some things that i want you to know now just as sure as the winds gonna blow now the menll come and the men are gonna go now before you tell em that you love em so now my mama told me you better shop around you better shop around try to get yourself a bargain girl dont you be sold on the very first one good looking guys come a dime a dozen try to find you one whos gonna give you true lovin before you take a man and say i do now make sure hes in love with you now my mama told me you better shop around you better shop around try to get yourself a bargain girl dont you be sold on the very first one good looking guys come a dime a dozen try to find you one whos gonna give you true lovin before you take a guy and say i do now make sure hes in love with you now make sure that his love is true now i hate to see you feeling sad and blue now my mama told me you better shop around you better shop around you better shop around oh yeah you better shop around you better shop around oh yeah you better you better you better shop shop around oh yeah oh yeah you better shop around oh yeah you better shop shop shop shop shop shop shop shop shop shop you better shop around yeah yeah shop around oh yeah oh yeah oh yeah oh yeah
64,saturday night,bay city rollers,1976,37,2,70, s a t u r d a y night s a t u r d a y night s a t u r d a y night s a t u r d a y nightgonna keep on dancin to the rock and roll on saturday night saturday night dancin to the rhythm in our heart and soul on saturday night saturday night i i i i i just cant wait i i i i got a dateat the good ole rock and roll road show i gotta go saturday night saturday night gonna rock it up roll it up do it all have a ball saturday night saturday nightits just a saturday night its just a saturday night its just a saturday nights a t u r d a y night s a t u r d a y night s a t u r d a y night s a t u r d a y nightgonna dance with my baby till the night is through on saturday night saturday night tell her all the little things im gonna do on saturday night saturday night i i i i love her so i i i im gonna let her knowat the good ole rock and roll road show i gotta go saturday night saturday night gonna rock it up roll it up do it all have a ball saturday night saturday nightits just a saturday night its just a saturday night its just a saturday nights a t u r d a y night s a t u r d a y night s a t u r d a y night s a t u r d a y night s a t u r d a y night s a t u r d a y nightits just a saturday night its just a saturday night its just a saturday night  
65,island girl,elton john,1976,36,1,70, i see your teeth flash jamaican honey so sweet down where lexington cross 47th street oh shes a big girl shes standing sixfoot three turning tricks for the dudes in the big cityisland girl what you wanting with the white mans world island girl black boy want you in his island worldhe want to take you from the racket boss he want to save you but the cause is lost island girl island girl island girl tell me what you wanting with the white mans worldwell shes black as coal but she burn like a fire and she wrap herself around you like a wellworn tire you feel her nail scratch your back just like a rake oh oh he one more gone he one more john who make the mistakeisland girl what you wanting with the white mans world island girl black boy want you in his island worldhe want to take you from the racket boss he want to save you but the cause is lost island girl island girl island girl tell me what you wanting with the white mans worldisland girl what you wanting with the white mans world island girl black boy want you in his island worldhe want to take you from the racket boss he want to save you but the cause is lost island girl island girl island girl tell me what you wanting with the white mans tell me what you wanting with the white mans tell me what you wanting with the white mans 
66,lets do it again,the staple singers,1976,35,2,70, do it again do it do it lets do it again do it do it again do it againgonna do it again do it do it do it lets do it again do it do it againsometimes the rain groovin when i hear the sound like you and me baby gettin down with the sounds around oh the smell of the mornin flower as we pass away the houri wanna do it again do it again do it do itlets do it in the mornin do itnow i like you lady so fine with your pretty hair if you dont mind my compliments just diggin on the clothes you wear im just a man and i got your fear i can love you now i brought you herei wanna do it again do it do it do it i wanna do it again ooh oh ho hey do it again do it do itlike a hammer on the block love began to rock give the sister love and pride feel good and satisfied im not a girl that could linger but i feel like a butter fingeri wanna do it again do it again do it do itlets do it in the mornin do it do it do it do it do it again do it again do it again do it again do it again do it againoh hey 
67,let em in,wings,1976,34,1,70,someones knockin at the door somebodys ringin the bell someones knockin at the door somebodys ringin the bell do me a favor open the door and let em in yeah yeah someones knockin at the door somebodys ringin the bell someones knockin at the door somebodys ringin the bell do me a favor open the door and let em in let em in now sister suzie brother john martin luther phil and don brother michael auntie gin open the door and let em in oh yeah sister suzie brother john martin luther phil and don yeah yeah brother michael auntie gin open the door and let em in oh yeah someones knockin at the door somebodys ringin the bell someones knockin at the door somebodys ringin the bell do me a favor open the door and let em in yeah yeah yeah yeah yeah yeah yeah someones knockin at the door somebodys ringin the bell incomprehensible someones knockin at the door
68,baby face,wing and a prayer fife and drum corps,1976,33,1,70,baby face youve got the cutest little baby face theres not another one can take your place baby facemy poor heart is jumping youve really started something baby race im up in heaven when im in your fond embrace i didnt need a shove cause i just fell in love with your pretty baby face
69,this masquerade,george benson,1976,32,3,70, are we really happy with this lonely game we play looking for the right words to saysearching but not finding understanding anywhere were lost in this masqueradeboth afraid to say were just to far away from being close together from the start we tried to talk it over but the words got in the way were lost inside this lonely game we playthoughts of leaving disappear each time i see your eyes and no matter how hard i tryto understand the reasons why we carry on this way were lost in a masqueradewe tried to talk it over but the words got in the way were lost inside this lonely game we playthoughts of leaving disappear each time i see your eyes and no matter how hard i tryto understand the reasons why we carry on this way were lost in a masquerade were lost in a masqueradeand were lost in a masquerade 
70,evil woman,electric light orchestra,1976,31,1,70, you made a fool of me but them broken dreams have got to endhey woman you got the blues cause you aint got no one else to use theres an open road that leads nowhere so just make some miles between here and theretheres a hole in my head where the rain comes in you took my body and played to win ha ha woman its a crying shame but you aint got nobody else to blameevil woman evil woman evil woman evil womanrolled in from another town hit some gold too hot to settle down cause a fool and his money soon go separate ways you found a fool lyin in a dazeha ha woman what you gonna do you destroyed all the virtues that the lord gave you its so good that youre feeling pain but you better get your face on board the very next trainevil woman evil woman evil woman youre an evil woman evil womanevil woman evil woman evil woman youre an evil woman evil womanevil woman how you done me wrong now youre tryin to wail a different song ha ha funny how you broke me up you made the wine now you drink the cupi came runnin every time you cried thought i saw love smilin in your eyes ha ha very nice to know that you aint got no place left to goevil woman evil woman evil woman youre an evil woman evil womansuch an evil woman evil woman youre an evil woman evil womansuch an evil woman evil woman youre an evil woman evil woman 
71,wham bam,silver,1976,30,3,70,starry nights sunny days i always thought that love should be that way then comes a time that youre ridden with doubt youve loved all you can and now youre all loved out ooh ooh baby weve been a long long way and whos to say where well be tomorrow well my heart says no but my mind says its so that weve got a love is it a love to stay weve got a wham bam shangalang and a sha la la la la la thing wham bam shangalang and a sha la la la la la thing looking at you i wanted to say i think a little emotion goes a long long way careful now dont get caught in your dreams look out baby this is not what it seems ooh ooh baby youve been so good to me but please dont make it what its not well i thought we agreed on what we need so listen to me and ill tell you what weve got weve got a wham bam shangalang and a sha la la la la la thing wham bam shangalang and a sha la la la la la thing i think youre seeing what im saying cause i hear you singing to the tune im playing now that its said and we both understand lets say our goodbyes before it gets out of hand bye bye baby id really like to stay but well remember the best time in our lives we had a wham bam shangalang and a sha la la la la la thing wham bam shangalang and a sha la la la la la thing wham bam shangalang and a sha la la la la la thing
72,im easy,keith carradine,1976,29,1,70, its not my way to love you just when no ones looking its not my way to take your hand if im not sure its not my way to let you see whats going on inside of me when its a love you wont be needing youre not free please stop pulling at my sleeve if youre just playing if you wont take the things you make me want to give i never cared too much for games and this ones driving me insane youre not half as free to wander as you claim but im easy im easy give the word and ill play your game so thats how it ought to be because im easydont lead me on if theres nowhere for you to take me if loving you would have to be a sometime thing i cant put bars on my insides my love is something i cant hide it still hurts when i recall the times ive cried im easy im easy take my hand and pull me down i wont put up any fight because im easydont do me favors let me watch you from a distance cause when youre near i find it hard to keep my head and when your eyes throw light at mine its enough to change my mind make me leave my cautious words and ways behind thats why im easy ya im easy say you want me ill come running without taking time to think because im easy ya im easy take my hand and pull me down i wont put up any fight because im easy ya im easy give the word ill play your game so thats how it ought to be because im easy 
73,wake up everybody,harold melvin  the blue notes,1976,28,2,70,wake up everybody no more sleepin in bed no more backward thinkin time for thinkin ahead the world has changed so very much from what it used to be theres so much hatred war and poverty wake up all the teachers time to teach a new way maybe then theyll listen to whatcha have to say cause theyre the ones whos coming up and the world is in their hands when you teach the children teach em the very best you can the world wont get no better if we just let it be the world wont get no better we gotta change it yeah just you and me wake up all the doctors make the old people well theyre the ones who suffer and who catch all the hell but they dont have so very long before the judgment day so wontcha make them happy before they pass away wake up all the builders time to build a new land i know we could do it if we all lend a hand the only thing we have to do is put it in our minds surely things will work out they do it every time the world wont get no better if we just let it be the world wont get no better we gotta change it yeah just you and me change it yeah just you and me change it yeah cant do it alone need some help yall cant do it alone yeah wake up everybody wake up everybody need a little help yall need a little help need some yall to change the world from what it used to be
74,summer,war,1976,27,1,70, ridin round town with all the windows down eight track playin all your favrite sounds the rhythm of the bongos fill the park the street musicians tryin to get a startcause its summer summer time is here yes its summer my time of year yes its summer my time of yearstretched out on a blanket in the sand kids of all ages diggin disneyland rappin on the cb radio in your van well give a big ten four to the truckin mancause its summer summer time is here yes its summer my time of year yes its summer my time of yearyoung boys playin stick ball in the street fire hydrants help to beat the heat old man feeding pigeons in the square nighttime finds young lovers walking therecause its summer summer time is here yes its summerin atlantic city or out in malibu or any where between im telling you when you feel those balmy breezes on your face summer time is the best time any placecause its summer summer time is here yes its summer my time of year cause its summer summer time is here yes it is yes its summer my time of year cause its summer summer time is here yes its summer yes it is my time of year 
75,let her in,john travolta,1976,26,1,70,john travolta miscellaneous let her in let her in john travolta gary benson im different today heyhey somethin she said has stuck in my head and i cant get away gonna let her in gonna let her in umhmm gonna let her in my life you know what i find i find a look at her face and there isnt a trace of doubt in my mind gonna let her in gonna let her in umhmm gonna let her in my life let her in my life gonna open up after so long gonna open up after so long with my feet stuck on the ground and my head against the wall ive been called and i cant answer why whyhy somethin inside and it cant be denied and im ready to try gonna let her in gonna let her in umhmm gonna let her in my life gonna let her in gonna let her in umhmm gonna let her in my life let her in my life gonna let her in woahwoah gonna let her in my life let her in my life gonna let her in woahwoah gonna let her in my life let her in my life from david hayman
76,fox on the run,sweet,1976,25,0,70,i dont wanna know your name cause you dont look the same the way you did before okay you think you got a pretty face but the rest of you is out of place you looked all right before fox on the run you scream and everybody comes a running take a run and hide yourself away foxy on the run ffoxy fox on the run and hide away you you talk about just every band but the names you drop are second hand ive heard it all before i dont wanna know your name cause you dont look the same the way you did before fox on the run you scream and everybody comes a running take a run and hide yourself away foxy on the run ffoxy fox on the run and hide away ffoxy fox on the run you scream and everybody comes a running take a run and hide yourself away foxy on the run ffoxy fox on the run and hide away fox on the run fox on the run fox on the run fox on the run
77,rhiannon,fleetwood mac,1976,24,0,70, rhiannon rings like a bell through the night and wouldnt you love to love her takes to the sky like a bird in flight and who will be her loverall your life youve never seen a woman taken by the wind would you stay if she promised you heaven will you ever winshe is like a cat in the dark and then she is the darkness she rules her life like a fine skylark and when the sky is starlessall your life youve never seen a woman taken by the wind would you stay if she promised you heaven will you ever win will you ever winrhiannon rhiannon rhiannon rhiannonshe rings like a bell through the night and wouldnt you love to love her she rules her life like a bird in flight and who will be her loverall your life youve never seen a woman taken by the wind would you stay if she promised you heaven will you ever win will you ever winrhiannon rhiannon rhiannontaken by taken by the skytaken by taken by the skytaken by taken by the skydreams unwind loves a state of minddreams unwind loves a state of minddreams unwind loves a state of mind 
78,got to get you into my life,the beatles,1976,23,2,70,i was alone i took a ride i didnt know what i would find there another road where maybe i could see another kind of mind there ooh then i suddenly see you ooh did i tell you i need you every single day of my life you didnt run you didnt lie you knew i wanted just to hold you and had you gone you knew in time wed meet again for i had told you ooh you were meant to be near me ooh and i want you hear me say well be together every day got to get you into my life what can i do what can i be when im with you i wanna stay there if im true ill never leave and if i do i know the way there ooh then i suddenly see you ooh did i tell you i need you every single day of my life got to get you into my life got to get you into my life i was alone i took a ride i didnt know what i would find there another road where maybe i could see another kind of mind there and suddenly i see you did i tell you i need you every single day
79,fanny be tender with my love,bee gees,1976,22,1,70, first i rise then i fall seems like you dont want the love of this man at all and its sure been a lonely time right up to the time i met you so if you take a love like minebe tender with my love you know how easy it is to hurt me fanny be tender with my love cause its all that ive got and my love wont desert meso you say to yourself boy youre out of your brain do you think im gonna stand here all night in the rain and its the start of a love affair the moment when i first met you and if you want ill take you therebe tender with my love you know how easy it is to break it fanny be tender with my love cause its all that ive got and my love wont forsake mewith my love our love will seal it together oh with our love you made a promise youll always love me foreverbe tender with my love you know how easy it is to break it fanny be tender with my love cause its all that ive got and my love wont forsake mebe tender with my love you know how easy it is to break it fanny be tender with my love cause its all that ive got and my love wont forsake mebe tender with my love you know how easy it is to hurt me fanny be tender with my love cause its all that ive got and my love wont desert mebe tender with my love you know how easy it is to break it fanny be tender with my love cause its all that ive got and my love wont desert mebe tender with my love you know how easy it is to hurt me fanny be tender with my love 
80,getaway,earth wind  fire,1976,21,2,70,getaway lets leave today lets getaway so you say you tried but you just cant find the pleasure people around you givin you pressure try to resist all the hurt thats all around you if you taste it it will haunt you so come take me by the hand well leave this troubled land yeah i know we can i know we can i know we can i know we can getaway lets leave today lets getaway what you what you what you what you know watch for the signs that lead in the right direction not to heed them is a bad reflection theyll show you the way into what you have been seeking to ignore them youre only cheating so come take me by the hand well leave this troubled land and getaway getaway lay awake every night till the sun comes up in the morning nothing exciting it all seems boring make up your mind which way to go about it to your road you just dont doubt it so come take me by the hand well leave this troubled land i know we can i know we can i know we can i know we can getaway what you what you what you what you lets leave today what you what you what you what you know lets getaway what you what you what you what you lets leave today lets getaway lets getaway lets leave today lets getaway getaway leave today getaway yeah yeah yeah yeah yeah yeah yeah getaway leave today getaway yeah yeah yeah yeah yeah yeah yeah
81,shes gone,hall  oates,1976,20,2,70,everybodys high on consolation everybodys trying to tell me what is right for me yeah my daddy tried to bore me with a sermon but its plain to see that they cant comfort me sorry charlie for the imposition i think ive got it got it ive got the strength to carry on yeah i need a drink and a quick decision now its up to me ooh what will be shes gone oh i oh i id better learn how to face it shes gone oh i oh i i pay the devil to replace her shes gone what went wrong get up in the morning look in the mirror im worn as the tooth brush hanging in the stand my face aint looking any younger now i can see loves taken her toll on me shes gone oh i oh i id better learn how to face it shes gone oh i oh i i pay the devil to replace her shes gone what went wrong think ill spend eternity in the city let the carbon and monoxide choke my thoughts away and pretty bodies help dissolve the memories and they can never be what she was to me shes gone oh i oh i id better learn how to face it and shes gone oh i oh i i pay the devil to replace her shes gone what went wrong shes gone oh i id better learn how to face it shes gone oh i i pay the devil to replace her shes gone oh i id better learn how to face it shes gone i cant believe it shes gone oh i i pay the devil to replace her shes gone shes gone shes gone 
82,still the one,orleans,1976,19,2,70, weve been together since way back when sometimes i never want to see you again but i want you to know after all these years youre still the one i want whisperin in my earyoure still the one i want to talk to in bed still the one that turns my head were still having fun and youre still the onei looked at your face every day but i never saw it til i went away when winter came i just wanted to go wanted to go deep in the desert i longed for the snowyoure still the one that makes me laugh still the one thats my better half were still having fun and youre still the oneyoure still the one that makes me strong still the one i want to take along were still having fun and youre still the one yes you arechanging our love is going gold even though we grow old it grows newyoure still the one that i love to touch still the one and i cant get enough were still having fun and youre still the oneyoure still the one who can scratch my itch still the one and i wouldnt switch were still having fun and youre still the oneyou are still the one that makes me shout still the one that i dream about were still having fun and youre still the onestill the one yeah still the one were still having fun and youre still the one 
83,youre my best friend,queen,1976,18,2,70, ooh you make me live whatever this world can give to me its you youre all i see ooh you make me live now honey ooh you make me liveooh youre the best friend that i ever had ive been with you such a long time youre my sunshine and i want you to know that my feelings are true i really love you oh youre my best friendooh you make me liveooh ive been wandering round but i still come back to you in rain or shine youve stood by me girl im happy at home youre my best friendooh you make me live whenever this world is cruel to me i got you to help me forgive ooh you make me live now honey ooh you make me liveyoure the first one when things turn out bad you know ill never be lonely youre my only one and i love the things i really love the things that you do ooh youre my best friendooh you make me liveim happy at home youre my best friend oh youre my best friend ooh you make me live youre my best friend 
84,with your love,jefferson starship,1976,17,2,70, dont know whats happened to me since i met you feel like im fallen in love since i met youive got to know what youre doin doin to me with your love with your love what youre doin doin to me with your love with your love what youre doin doin to me with your love with your love what youre doin babe it feels so good whatever it isknew from the start it had to be you you got my heart i dont know what im gonna do with your loveheaven sent the sign then sent you im goin out of my mind since i let youive got to know what youre doin doin to me with your love with your love what youre doin doin to me with your love with your love what youre doin doin to me with your love with your love what youre doin babe it feels so good whatever it iswhatever it is and whatever its called i know that its you i cant help getting involved with your lovebaby sweet baby take it awaywith your love with your love with your lovewhatever you did to me well you sure did it good my hearts filled with lovin and i knew that it would with your lovedont know whats happened to me since i met you i feel like im fallen in love since i met youive got to know what youre doin doin to me with your love with your love what youre doin doin to me with your love with your love what youre doin doin to me with your love with your love what youre doin babe it feels so good whatever it isknew from the start it had to be you you got my heart i dont know what im gonna do with your love baby sweet baby 
85,slow ride,foghat,1976,16,2,70, wooslowride take it easy slowride take it easy slowride take it easyslowride take it easy im in the mood the rhythm is right move to the music we can roll all nightooh slowride slowride take it easy ooh slowride take it easyslow down go down got to get your lovin one more time hold me roll me slow ridin woman youre so finewooim in the mood the rhythm is right move to the music we can roll all nightoohslowride take it easy slowride take it easyslow down go down got to get your lovin one more timeslowride easy slowride sleazy slowride easy slowride sleazyslow down go down got to get your lovin one more time hold me roll me slow ridin woman youre so fineslowride take it easy slowride take it easyslow down go down slow down go down come on babytake a slowride on me come on baby take a slowridefeels so good feels good come on baby you know the rhythm is right we gotta rock all nightfeels good feel alright you know the rhythm is right we gotta rock all night you know the rhythm is rightwe gotta rock all night whoa rock all nightwoo woo your flamin heart your flamin heartyour flamin heart your flamin heart woo woo wooslowride 
