RANK,SONG,ARTIST,YEAR,WEIGHT,SENT,DECADE,LYRICS
58,infatuation,rod stewart,1984,43,1,80, early in the morning i cant sleep i cant work and i cant eat ive been drunk all day cant concentrate maybe im making a big mistakecaught me down like a killer shark its like a railroad running right through my heart jekyll and hyde the way i behave feel like im running on an empty gaugeoh no not again it hurts so good i dont understand infatuation infatuation infatuation infatuationheart beats silly like a big bass drum losing all equilibrium its so hard in the middle of the week maybe this womans just all i needoh no not again it hurts so good i dont understand infatuation infatuation infatuation infatuation fatuate me babyspirits soar when im by her side she put a little love in this heart of mine maybe im lucky maybe im freed maybe this womans just all i needoh no not again it hurts so good i dont understand infatuation infatuation infatuation infatuation rev it up 
59,almost paradise,mike reno and ann wilson,1984,42,1,80,mike reno miscellaneous almost paradise i thought that dreams belonged to other men  cuz each time i got close  theyd fall apart again  i feared my heart would beat in secrecy  i faced the nights alone  oh how could i have known  that all my life i only needed you  almost paradise  were knocking on heavens door  almost paradise  how could we ask for more  i swear that i can see forever in your eyes  paradise  it seems like perfect loves so hard to find  id almost given up  you must have read my mind  and all these dreams i saved for a rainy day  theyre finally comintrue  ill share them all with you  cause now we hold the future in our hands  repeat   and in your arms salvations not so far away  its getting closer closer every day  repeat 
60,legs,zz top,1984,41,1,80, shes got legs she knows how to use them she never begs she knows how to choose them shes holdin legs wonderin how to feel them would you get behind them if you could only find themshes my baby shes my baby yeah its alright oh yeahshes got hair down to her fanny shes kinda jet set try undo her panties every time shes dancin she knows what to do everybody wants to see to see if she can use itshes so fine shes all mine girl you got it rightshes got legs she knows how to use them she never begs she knows how to choose them shes got a dime all of the time stays out at night movin through timeoh i want her sure i got to have her the girl is alright shes alright 
61,state of shock,the jacksons,1984,40,1,80,yeah cmon baby you gotta be mine cause youre so fine i like your style it makes me wild you take it to me good you like it know you should you get me on my knees well please baby please listen she looks so great everytime i see her face she put me in a state a state of shock were doin it cmon baby cmon baby cmon let me in she put me on my knees please baby please i know you like to tease please baby please you take it to me good you like it know you should i love the way you walk and talk baby talk listen she looks so great everytime i see her face she put me in a state a state of shock she put me in a state of shock hey cmon here no cmon here talk talk to me state of shock state of shock you put me in a you know i really love you baby state of shock you know i really want you for me youve got me paralyzed youve got me paralyzed youve got me into tonic you got me catch the sonic baby youve got me supersonic you got me supersonic baby baby try you know want me decide a state of shock yeah look what youve done to me look what youve done to me look what youve done to me yeah im highly moved a state of shock you know i need mouthtomouth resuscitation cmon baby you know i really love you baby a state of shock you know i really want you for me yeah baby yeah baby just look at me look at me a state of shock you got me in you got me you got me you got me in a state of shock look at that look at me look at me look at me 
62,love somebody,rick springfield,1984,39,1,80, i can see the path youre cutting it cost me a little piece of my heart i can see the doors youre shutting cause they were open at the startbaby loving you has been hard on me youre such a tough little sister just looking for mr right on the wrong side of townyou better love somebody its late you better love somebody dont waityou better love somebody dont tempt fate youre gonna pull you just a little too far one nightyour eyes are wild your skins so white youre undernourished and overfed shes got the teeth she knows how to bite cause when you bit i bledyou got the perfect image of the perfect man youre a tough little sister but youll settle for a mister tonight but youre running out of timeyou better love somebody its late you better love somebody dont waityou better love somebody dont tempt fate youre gonna pull you just a little too far one nightim only saying what i feel you think im wrong i know you thought i was sleeping at the wheel i thought that you were drivingyou better love somebody you better love somebodyyou better love somebody its late you better love somebody dont waityou better love somebody dont tempt fate theyre gonna pull you just a little too far one nightone night one night one night one night 
63,miss me blind,culture club,1984,38,1,80, miss me i know youll miss me i know youll miss me blindi know youll miss me i know youll miss me i know youll miss me blindi know youll miss me i know youll miss me i know youll miss me blindbet you got a good gun bet you know how to have some fun and then you turn it around on me because im better than the rest of the meni say youll miss me and you always do i say youll miss me now would i lie to younow theres no need to demand grab my golden hand ill teach you and youll never be sure if the way that you need is too much like greed decide if you are rich or youre poori know youll miss me i know youll miss me i know youll miss me blindi know youll miss me i know youll miss me i know youll miss me blindbet you make the fool run bet you know how to make it last forever but you know im never really sure if youre just kissing to be cleveri say youll miss me and you always do i say youll miss me now would i lie to younow theres no need to demand grab my golden hand ill teach you and youll never be sure if the way that you need is too much like greed decide if you are rich or youre poorbecause the love that i have to give must be better than that kind it can make you rich it can make you poor but i know that youll miss me blindi know youll miss me i know youll miss me i know youll miss me blindi know youll miss me i know youll miss me i know youll miss me blindi know youll miss me i know youll miss me i know youll miss me blindi know youll miss me i know youll miss me i know youll miss me blindi know youll miss me i know youll miss me i know youll miss me blindi know youll miss me i know youll miss me i know youll miss me blindi know youll miss me i know youll miss me i know youll miss me blindi know youll miss me i know youll miss me i know youll miss me blind 
64,if this is it,huey lewis and the news,1984,37,2,80,ive been phoning night and morning i heard you say tell him im not home now youre confessing but im still guessing ive been your fool for so so long girl dont lie just to save my feelings girl dont cry and tell me nothings wrong girl dont try to make up phony reasons id rather leave than never believe if this is it please let me know if this aint love youd better let me know if this is it i want to know if this aint love baby just say so youve been thinking and ive been drinking we both know that its just not right now youre pretending that its not ending youll say anything to avoid a fight girl dont lie and tell me that you need me girl dont cry and tell me nothings wrong ill be alright one way or another so let me go or make me want to stay if this is it  please let me know if this aint love youd better let me know if this is it i want to know if this aint love baby just say so if this is it  please let me know if this aint love youd better let me know if this is it i want to know if this aint love baby just say so if this is it  please let me know if this is it  please let me know if this is it  please let me know if this is it  please let me know if this is it  please let me know if this is it  please let me know
65,you might think,the cars,1984,36,2,80, you might think im crazy to hang around with you maybe you think im lucky to have something to dobut i think that youre wild inside me is some childyou might think im foolish or maybe its untrue you might think im crazy but all i want is youyou might think its hysterical but i know when youre weak you think youre in the movies and everythings so deepbut i think that youre wild when you flash that fragile smileyou might think its foolish what you put me through you might think im crazy but all i want is youand it was hard so hard to take theres no escape without a scrapeyou kept it going till the sun fell down you kept it goingwell you might think im delirious the way i run you down but somewhere sometimes when youre curious ill be back aroundoh i think that youre wild and so uniquely styledyou might think its foolish this chancy rendezvous you might think im crazy but all i want is you all i want is you all i want is you 
66,lucky star,madonna,1984,35,3,80, you must be my lucky star cause you shine on me wherever you are i just think of you and i start to glow and i need your light and baby i knowstarlight star bright first star i see tonight starlight star bright make everything alright starlight star bright first star i see tonight starlight star bright ooo yeahyou must be my lucky star cause you make the darkness seem so far and when im lost youll be my guide i just turn around and youre by my sidestarlight star bright first star i see tonight starlight star bright make everything alright starlight star bright first star i see tonight starlight star bright ooo yeahcome on shine your heavenly body tonight cause i know youre gonna make everything alright come on shine your heavenly body tonight cause i know youre gonna make everything alrightyou may be my lucky star but im the luckiest by far you may be my lucky star but im the luckiest by farstarlight star bright first star i see tonight starlight star bright make everything alright starlight star bright first star i see tonight starlight star bright ooo yeahcome on shine your heavenly body tonight cause i know youre gonna make everything alright come on shine your heavenly body tonight cause i know youre gonna make everything alrightyou may be my lucky star im the luckiest by far you may be my lucky star im the luckiest by faryou may be my lucky star what you do to me baby you know im the luckiest by farstarlight star bright first star i see tonight starlight star bright make everything alright starlight star bright first star i see tonight starlight star brightstarlight star bright you make everything alright what you do to me baby you better stay by my side tonightstarlight star bright starlight star bright starlight star bright starlight star brightstarlight star bright baby starlight star bright stay by my side tonight what you do to me baby what you do what you do to me baby stay by my side tonight you may be my lucky star 
67,cover me,bruce springsteen,1984,34,1,80, the times are tough now just getting tougher this old world is rough its just getting rougher cover me come on baby cover me well im looking for a lover who will come on in and cover me promise me baby you wont let them find us hold me in your arms lets let our love blind us cover me shut the door and cover me well im looking for a lover who will come on in and cover meoutsides the rain the driving snow i can hear the wild wind blowing turn out the light bolt the door i aint going out there no morethis whole world is out there just trying to score ive seen enough i dont want to see any more cover me come on and cover me im looking for a lover who will come on in and cover me looking for a lover who will come on in and cover me 
68,cum on feel the noize,quiet riot,1984,33,2,80, cum on feel the noize girls rock your boys we get wild wild wild wild wild wildso you think i got an evil mind ill tell you honey that i dont know why i dont know whyso you think my singings out of time it makes me money and i dont know why and i dont know why anymore oh nocum on feel the noize girls rock your boys we get wild wild wild wild wild wildcum on feel the noize girls rock your boys we get wild wild wild let it rockso you think i got a funny face i aint got no worries and i dont know why and i dont know whyoh i gotta sing with some disgrace i aint in no hurry and i dont know why i dont know why anymore oh nocum on feel the noize girls rock your boys we get wild wild wild wild wild wildcum on feel the noize girls rock your boys we get wild wild wild let it rockcum oncum on feel the noize girls rock your boys lets get wild wild wild wild wild wildcum on feel the noize girls rock your boys lets get wild wild wild let it rock cum oncum on feel it cum on rock it we get wild wild wild wild wild wildcum on feel the noize girls rock your boys we get wild wild wild let it rockcum on feel the noize girls rock your boys 
69,breakdance,irene cara,1984,32,0,80, there was this new feeling coming out of the streets everybodys talkin bout it wherever they meet down by the corner keep getting the heat then my feet start moving to the rhythmic beatbreakdancin break out breakdancin break outthey use to do the locomotion do the jerk and the twist but there just aint never been nothin like this now poppin and knockin is the new way of talkin theres a work at the shop spinnin out on the floorbreakdancin break out breakdancin break outhearts are pumpin beat is thumpin love the way youre lookin tonight fevers risin no surprisin we wont have the time to fight dance dance dance dance out out out outbreakdancin break out breakdancin break outbreakdancin dance dance dance dance break out dance dance dance dance breakdancin dance dance dance dance break out dance dance dance dance breakdancin rhythm in motion break out 
70,adult education,daryl hall  john oates,1984,31,1,80,adult adult adult education afternoon in the homeroom theyre about to let you go and the locker slams on the plan you had tonight youve been messin around with a boyfriend maybe better left alone theres a wise guy that you know could put you right in the lot the boy thats idling by doesnt rev your heart cause its only lonely spots he shares with you and the long halls and the gray walls are gonna split apart believe it or not theres life after high school and thats why the student body got a bad reputation oh yeah oh yeah what they need is adult education back to school its a bad situation oh yeah oh yeah what you want is an adult education oh yeah teacher dont know about how to deal with the student body and the underclassmen are flashing hot and cool all your girlfriends care about the watch you wear and talkin about it believe it or not theres life after high school thats why the student body got a bad reputation oh yeah oh yeah what they need is adult education go back to school its a bad situation oh yeah oh yeah but what you want is an adult education oh yeah theyre calling it a preparation youre waiting for a separation youre nothing but another odd number memories that you wont remember so you got a little education and a lot of dedication but you want a little night school maybe some of itll rub off on you the boys are busy in the mirrors trying to imitate their heroes you make it with a false surrender more memories you wont remember the senior with the junior miss i wonder what the junior wishes that she could graduate to adult that she could graduate to adult kisses adult education adult education adult education its a bad situation adult education educate educate education the high border whose schools gettin out other the low border high schools are what you wear educate educate education
71,they dont know,tracey ullman,1984,30,2,80,youve been around for such a long time now oh maybe i could leave you but i dont know how and why should i be lonely every night when i can be with you oh yes you make it right and i dont listen to the guys who say that youre bad for me and i should turn you away cause they dont know bout us and theyve never heard of love i get a feeling when i look at you wherever you go now i wanna be there too they say were crazy but i just dont care and if they keep on talkin still they get nowhere so i dont mind if they dont understand when i look at you when you hold my hand cause they dont know bout us and theyve never heard of love why should it matter to us if they dont approve we should just take our chances while weve got nothing to lose lose baby theres no need for living in the past now ive found good lovin gonna make it last i tell the others dont bother me cause when they look at you they dont see what i see no i dont listen to their wasted lines got my eyes wide open and i see the signs cause they dont know bout us and theyve never heard of love no i dont listen to their wasted lines got my eyes wide open and i see the signs cause they dont know bout us and theyve never heard of love
72,an innocent man,billy joel,1984,29,1,80, some people stay far away from the door if theres a chance of it opening up they hear a voice in the hall outside and hope that it just passes bysome people live with the fear of a touch and the anger of having been a fool they will not listen to anyone so nobody tells them a liei know youre only protecting yourself i know youre thinking of somebody else someone who hurt you but im not above making up for the love youve been denying you could ever feel im not above doing anything to restore your faith if i can some people see through the eyes of the old before they ever get a look at the young im only willing to hear you cry because i am an innocent man i am an innocent man oh yes i amsome people say they will never believe another promise they hear in the dark because they only remember too well they heard somebody tell them beforesome people sleep all alone every night instead of taking a lover to bed some people find that its easier to hate than to wait anymorei know you dont want to hear what i say i know youre gonna keep turning away but ive been there and if i can survive i can keep you alive im not above going through it again ive not above being cool for a while if youre cruel to me ill understandsome people run from a possible fight some people figure they can never win and although this is a fight i can lose the accused is an innocent man i am an innocent man oh yes i am an innocent manyou know you only hurt yourself out of spite i guess youd rather be a martyr tonight thats your decision but im not below anybody i know if theres a chance of resurrecting a love im not above going back to the start to find out where the heartache begansome people hope for a miracle cure some people just accept the world as it is but im not willing to lay down and die because i am an innocent mani am an innocent man oh yes i am an innocent man 
73,cruel summer,bananarama,1984,28,1,80, hot summer streets and the pavements are burning i sit around trying to smile but the air is so heavy and drystrange voices are saying what did they say things i cant understand its too close for comfort this heat has got right out of handits a cruel cruel summer leaving me here on my own its a cruel cruel summer now youve gonethe city is crowded my friends are away and im on my own its too hot to handle so i got to get up and goits a cruel cruel summer leaving me here on my own its a cruel cruel summer now youve gone youre not the only oneits a cruel cruel summer leaving me here on my own its a cruel cruel summer now youve goneits a cruel cruel summer leaving me here on my own its a cruel cruel summer now youve gone youre not the only oneits a cruel cruel summer leaving me here on my own its a cruel cruel summer now youve gone youre not the only oneits a cruel cruel summer leaving me here on my own its a cruel cruel summer 
74,dance hall days,wang chung,1984,27,2,80, take your baby by the hand and make her do a high hand stand and take your baby by the heel and do the next thing that you feelwe were so in phase in our dance hall days we were cool on craze when i you and everyone we knew could believe do and share in what was truei said dance hall days lovetake your baby by the hair and pull her close and there there there and take your baby by the ears and play upon her darkest fearswe were so in phase in our dance hall days we were cool on craze when i you and everyone we knew could believe do and share in what was truei said dance hall days love dance hall days dance hall days lovetake your baby by the wrist and in her mouth an amethyst and in her eye two sapphires blue and you need her and she needs youand you need her and she needs you and you need her and she needs you and you need her and she needs you and you need her and she needs youwe were so in phase in our dance hall days we were cool on craze when i you and everyone we knew could believe do and share in what was trueoh i said dance hall days lovedance hall days love dance hall days dance hall days love dance hall daysdance hall days love dance hall days dance hall days love 
76,im so excited,the pointer sisters,1984,25,2,80, tonights the night were gonna make it happen tonight well put all other things aside give in this time and show me some affection were going for those pleasures in the nighti want to love you feel you wrap myself around you i want to squeeze you please you i just cant get enough and if you move real slow ill let it goim so excited and i just cant hide it im about to lose control and i think i like it im so excited and i just cant hide it and i know i know i know i know i know i want youwe shouldnt even think about tomorrow sweet memories will last for long long time well have a good time baby dont you worry and if were still playing around boy thats just finelets get excited we just cant hide it im about to lose control and i think i like it im so excited and i just cant hide it i know i know i know i know i know i want you i want youooh boy i want to love you feel you wrap myself around you i want to squeeze you please you no i just cant get enough and if you move real slow i let it goim so excited i just cant hide it im about to lose control and i think i like it im so excited and i just cant hide it i know i know i know i know i know i want you i want youim so excited i just cant hide it im about to lose control and i think i like it im so excited incomprehensible i know i know i want youim so excited incomprehensible incomprehensible and i think i like it im so excited incomprehensible incomprehensible im so excited 
77,i still cant get over loving you,ray parker jr,1984,24,2,80, im all confused and i dont know what to do cause i still cant get over loving you ive had time but i cant get you off my mindno i still cant get over loving youevry time i run into your friendsi just have to ask them with who and where youve been and when they tell me what i really didnt wanna know it only breaks my heart makes me want your lovewhen i hear your name i get more in save cause i still cant get over loving you i cant turn it loose though i know its selfabuse i still cant get over loving youive tried to get involved with someone new but its just no use cause i expect them to be like you baby i dont know what im gonna do cause evry girl i date resembles youoh help me baby im goin crazy i still cant get over loving you no its tearin my heart apart cause i still cant get over loving yougirl im so sad and if hurts me so bad knowin youre with someone else  someone else though i have no right to be im filled with jealousycause i want you for myself im not blaming youaw baby its not your fault if you dont feel the way i do and even though i wish that you still loved meit still wont change the way i feel for yougirl i cant forget its not over yet i still cant get over loving you evry breath you take ill be watching you girlcause i still cant get over loving you lovin youtheres no way to this things throughno i still cant get over  not yet i aint through loving you im gettin mad girl lovin you dont you ever try to leave no no  i still cant get overitll be the last thing youll ever do lovin you i still cant get over loving you lovin you i still cant get over loving you 
78,thriller,michael jackson,1984,23,2,80, its close to midnight and something evils lurking in the dark under the moonlight you see a sight that almost stops your heart you try to scream but terror takes the sound before you make it you start to freeze as horror looks you right between the eyes youre paralyzedcause this is thriller thriller night and no ones gonna save you from the beast about to strike you know its thriller thriller night youre fighting for your life inside a killer thriller tonightyou hear the door slam and realize theres nowhere left to run you feel the cold hand and wonder if youll ever see the sun you close your eyes and hope that this is just imagination but all the while you hear the creature creepin up behind youre out of timecause this is thriller thriller night there aint no second chance against the thing with forty eyes you know its thriller thriller night youre fighting for your life inside a killer thriller tonightnight creatures call and the dead start to walk in their masquerade theres no escapin the jaws of the alien this time theyre open wide this is the end of your lifetheyre out to get you theres demons closing in on every side they will possess you unless you change the number on your dial now is the time for you and i to cuddle close together all through the night ill save you from the terrors on the screen ill make you seethat its a thriller thriller night cause i can thrill you more than any ghost would ever dare try girl this is thriller thriller night so let me hold you tight and share a killer diller chiller thriller here tonightthat its a thriller thriller night cause i can thrill you more than any ghost would ever dare try girl this is thriller thriller night so let me hold you tight and share a killer dillerdarkness falls across the land the midnight hour is close at hand creatures crawl in search of blood to terrorize yawls neighborhood and whosoever shall be found without the soul for getting down must stand and face the hounds of hell and rot inside a corpses shellthe foulest stench is in the air the funk of forty thousand years and grizzly ghouls from every tomb are closing in to seal your doom and though you fight to stay alive your body starts to shiver for no mere mortal can resist the evil of the thriller 
79,holiday,madonna,1984,22,2,80, holiday celebrate holiday celebrateif we took a holiday took some time to celebrate just one day out of life it would be it would be so nice everybody spread the word were gonna have a celebration all across the world in every nation its time for the good times forget about the bad times one day to come together to release the pressure we need a holiday if we took a holiday took some time to celebrate just one day out of life it would be it would be so niceyou can turn this world around and bring back all of those happy days put your trouble down its time to celebrate let love shine and we will find a way to come together and make things better we need a holiday if we took a holiday took some time to celebrate just one day out of life it would be it would be so niceholiday celebrate holiday celebrate 
81,nobody told me,john lennon,1984,20,0,80, everybodys talking and no one says a word everybodys making love and no one really cares theres nazis in the bathroom just below the stairsalways something happening and nothing going on always something cooking and nothing in the pot theyre starving back in china so finish what you gotnobody told me thered be days like these nobody told me thered be days like these nobody told me thered be days like these strange days indeed strange days indeedeverybodys running and no one makes a move everyones a winner and nothing left to lose theres a little yellow idol to the north of kathmandueverybodys flying and no one leaves the ground everybodys crying and no one makes a sound theres a place for us in movies you just gotta lay aroundnobody told me thered be days like these nobody told me thered be days like these nobody told me thered be days like these strange days indeed most peculiar mamaeverybodys smokin and no ones getting high everybodys flyin and never touch the sky theres ufos over new york and i aint too surprisednobody told me thered be days like these nobody told me thered be days like these nobody told me thered be days like these strange days indeed most peculiar mama 
82,church of the poison mind,culture club,1984,19,2,80, desolate loving in your eyes you used and made my life so sweet step out like a god found child i saw your eyes across the street who would be the fool to take you be more that just kind step into a life of maybe love is hard to find in the church of the poison mindin the church of the poison mind in the church of the poison mind in the church of the poison mind in the church of the poison mind in the church of the poison mind in the church of the poison mindwatch me clinging to the beat i had to fight to make it mine that religion you could sink it neat just move your feet an youll feel fine who would be the fool to maybe trick a kiss in time who am i to say thats crazy love will make you blindin the church of the poison mind in the church of the poison mind in the church of the poison mind in the church of the poison mind in the church of the poison mind in the church of the poison mind in the church of the poison minddesolate loving in your eyes you used and made my life so sweet step out like a god found child i saw your eyes across the street who would be the fool to take you be more that just kind step into a life of maybe love is hard to find in the church of the poison mindin the church of the poison mind in the church of the poison mind in the church of the poison mind in the church of the poison mind in the church of the poison mind in the church of the poison mind in the church of the poison mind in the church of the poison mind in the church of the poison mind in the church of the poison mind in the church of the poison mind in the church of the poison mind in the church of the poison mind in the church of the poison mind in the church of the poison mind 
83,think of laura,christopher cross,1984,18,3,80, hey laura laura hey laura lauraevery once in a while id see her smile and shed turn my day around a girl with those eyes stared through the lies see what your heart was sayingthink of laura but laugh dont cry i know shed want it that way and when you think of laura well laugh dont cry i know shed want it that waya friend of a friend a friend to the end thats the kind of girl she was taken away so young taken away without a warningthink of laura but laugh dont cry i know shed want it that way and when you think of laura well laugh dont cry i know shed want it that wayi know you and youre here in every day we live i know her and shes here i could feel her when i singhey laura where are you now are you far away from here i dont think so i think youre here taking our tears awaythink of laura but laugh dont cry i know shed want it that way and when you think of laura well laugh dont cry i know shed want it that way well i know shed want it that wayhey laura hey laura i know she wants it that way hey laura hey laura i know you want it that way hey laura 
84,time will reveal,debarge,1984,17,1,80,what can i do to make you feel secure remove all your doubts so that youll know for sure that youre the apple of my eye girl fulfillment of my dreams time will show the value of just what you mean to me more precious than silver more precious than diamond rings or anything that i can give you it wouldnt mean a thing if you didnt have my love beside you there to guide you through well it is good to know you do i know just how you feel but this time loves for real in time it will reveal that special love thats deep inside of us will all reveal in time ah i tell you i love you but you wont believe its true more precious than silver more precious than diamond rings or anything that i can give you it wouldnt mean a thing if you didnt have my love beside you there to guide you through well it is good to know you do ah i know just how you feel but this time loves for real in time it will reveal that special love thats deep inside of us will all reveal in time i know just how you feel but this time loves for real in time it will reveal that special love thats deep inside of us will all reveal in time oh i see you baby yeah or anything that i can give you it wouldnt mean a thing if you didnt have my love beside you there to guide you through well it is good to know you do ah i know just how you feel but this time loves for real in time it will reveal that special love thats deep inside of us will all reveal in time i know just how you feel but this time loves for real in time it will reveal i know just how you feel in time it will reveal that special love thats deep inside of us will all reveal in time
85,wrapped around your finger,the police,1984,16,1,80, you consider me the young apprentice caught between the scylla and charibdes hypnotized by you if i should linger staring at the ring around your fingeri have only come here seeking knowledge things they would not teach me of in college i can see the destiny you sold turned into a shining band of goldill be wrapped around your finger ill be wrapped around your finger mephistopheles is not your name i know what youre up to just the same i will listen hard to your tuition you will see it come to its fruition ill be wrapped around your finger ill be wrapped around your fingerdevil and the deep blue sea behind me vanish in the air youll never find me i will turn your face to alabaster when youll find your servant is your master 
86,pink houses,john cougar mellencamp,1984,15,2,80,theres a black man with a black cat livin in a black neighborhood hes got an interstate runnin through his front yard you know he thinks that hes got it so good and theres a woman in the kitchen cleanin up the evenin slop and he looks at her and says hey darlin i can remember when you could stop a clock oh but aint that america for you and me aint that america somethin to see baby aint that america home of the free little pink houses for you and me theres a young man in a tshirt listenin to a rockin rollin station hes got greasy hair greasy smile he says lord this must be my destination cause they told me when i was younger boy youre gonna be president but just like everything else those old crazy dreams just kinda came and went oh but aint that america for you and me aint that america somethin to see baby aint that america home of the free little pink houses for you and me well theres people and more people what do they know know know go to work in some high rise and vacation down at the gulf of mexico ooh yeah and theres winners and theres losers but they aint no big deal cause the simple man baby pays for the thrills the bills the pills that kill oh but aint that america for you and me aint that america somethin to see baby aint that america home of the free little pink houses for you and me
87,round and round,ratt,1984,14,2,80, out on the streets thats where well meet you make the night i always cross the line tightened our belts abused ourselves get in our way well put you on your shelfanother day some other way were gonna go but then well see you again ive had enough weve had enough cold in vain she saidi knew right from the beginning that you would end up winnin i knew right from the start youd put an arrow through my heartround and round with love well find a way just give it time round and round what comes around goes around ill tell you why diglookin at you lookin at me the way you move you know its easy to see the neon lights on me tonight ive got a way were gonna prove it tonightlike romeo to juliet time and time im gonna make you mine ive had enough weve had enough its all the same she saidi knew right from the beginning that you would end up winnin i knew right from the start youd put an arrow through my heartround and round with love well find a way just give it time round and round what comes around goes around ill tell you why yeahout on the streets thats where well meet you make the night i always cross the line tightened our belts abuse ourselves get in our way well put you on your shelfround and round with love well find a way just give it time round and round what comes around goes around ill tell you whyround and round with love well find a way just give it time yeah round and round what comes around goes around ill tell you why round and round 
88,head over heels,the gogos,1984,13,1,80, been running so long ive nearly lost all track of time in every direction i couldnt see the warning signs i must be losin it cause my mind plays tricks on me it looked so easy but you know looks sometimes deceivebeen running so fast right from the starting line no more connections i dont need any more advice one hands just reaching out and ones just hangin on it seems my weaknesses just keep going stronghead over heels where should i go cant stop myself outta control head over heels no time to think looks like the whole worlds out of syncbeen running so hard when what i need is to unwind the voice of reason is one i left so far behind i waited so long so long to play this part and just remembered that id forgotten about my hearthead over heels where should i go cant stop myself outta control head over heels no time to think looks like the whole worlds out of synchead over heels where should i go cant stop myself outta control head over heels no time to think looks like the whole worlds out of synchead over heels where should i go cant stop myself outta control head over heels no time to think looks like the whole worlds out of synchead over heels where should i go cant stop myself outta control head over heels no time to think looks like the whole worlds out of sync 
89,the longest time,billy joel,1984,12,2,80, oh oh oh for the longest time oh oh oh for the longest if you said goodbye to me tonight there would still be music left to write what else could i do im so inspired by you that hasnt happened for the longest timeonce i thought my innocence was gone now i know that happiness goes on thats where you found me when you put your arms around me i havent been there for the longest timeoh oh oh for the longest time oh oh oh for the longest im that voice youre hearing in the hall and the greatest miracle of all is how i need you and how you needed me too that hasnt happened for the longest timemaybe this wont last very long but you feel so right and i could be wrong maybe ive been hoping too hard but ive gone this far and its more than i hoped forwho knows how much further well go on maybe ill be sorry when youre gone ill take my chances i forgot how nice romance is i havent been there for the longest timei had second thoughts at the start i said to myself hold on to your heart now i know the woman that you are youre wonderful so far and its more than i hoped fori dont care what consequence it brings i have been a fool for lesser things i want you so bad i think you ought to know that i intend to hold you for the longest time 
90,tonight,kool  the gang,1984,11,1,80,tonight ooooh this is the night youll see the light tonight ooooh this is the night youll see the light my 16th birthday i was so shy not yet a man but ready to try music playing people swaying i looked around she caught my eye walked into the room i couldnt hardly see there she was moving closer to me she told me her name before i could speak took my hand and then she said these words to me tonight ooooh this is the night youll see the light   thats what she said to me tonight ooooh this is the night this is the night youll see the light hey beautiful girl so lovely tonight show me the way show me the light music playing people swaying the next thing i knew we started to groove dancing and dancing moving so free a feeling of love had come over me i held her close and knew it was right what a perfect surprise i had finally seen the light tonight ooooh this is the night youll see the light   thats what she said to me tonight ooooh this is the night this is the night youll see the light tonight tonight tonight the light tonight the light tonight tonight tonight the light tonight the light tonight tonight tonight the light tonight the light tonight tonight tonight ooooh this is the night youll see the light tonight ooooh this is the night youll see the light tonight you will finally see the light ooooh baby yeah tonight tonight you will finally see the light ohh baby tonight you will finally see the light you will see ohh you will see the light tonight you will finally see the light   tonight ooooh yeah tonight tonight tonight ooooh this is the night youll see the light tonight ooooh this is the night youll see the light tonight ooooh this is the night youll see the light tonight ooooh this is the night youll see the light tonight ooooh this is the night youll see the light tonight ooooh this is the night youll see the light tonight ooooh this is the night youll see the light tonight ooooh this is the night youll see the light
91,got a hold on me,christine mcvie,1984,10,1,80, youre liftin me up never let me down and i smile whenever youre aroundooh and ive got a feeling itll work out right cant stop thinking about you every day and nightooh ive got a love i got somebody this love got a hold on me yeah ive got a love i got somebody this love got a hold on mewell ive been in love and ive lost i can count the tears but i cant count the costoh ive been down ive been used now i know i know i know that i just cant loseooh ive got a love i got somebody this love got a hold on me ooh ive got a love i got somebody this love got a hold on meyeah ive got a love i got somebody this love got a hold on me ooh ive got a love i got somebody this love got a hold on meyeah ive got a love i got somebody this love got a hold on me ooh ive got a love i got somebody this love got a hold on meive got a love i got somebody this love got a hold on me ive got a love i got somebody this love got a hold on meooh ive got a love i got somebody this love got a hold on me ive got a love i got somebody this love got a hold on me 
92,dancing in the sheets,shalamar,1984,9,2,80, dancin in the sheets dancin in the sheetsi caught you smilin i know ive seen you here before how come youre hidin hey dont you wanna hit the floor the place is crowded or maybe you dont like the beat i got a twotrack playin in my head so let me take you somewhere else insteaddancin in the sheets dancin in the sheetsgrab your coat and wave goodbye to your friends i wanna take you where the night never ends i feel the need to sweep you off your feet you and me we should be dancin in the sheets dancin in the sheetswe got the rhythm we got the music on our side if we go with em ill bet well have a wonderful ride oh your hands are cold so maybe we could make some heat love is always born on a chance so wrap around me and baby lets dancedancin in the sheets dancin in the sheetsgrab your coat and wave goodbye to your friends i wanna take you where the night never ends i feel the need to sweep you off your feet you and me we should be dancin in the sheets dancin in the sheetsgrab your coat and wave goodbye to your friends i wanna take you where the night never ends i feel the need to sweep you off your feet you and me we should be dancin in the sheets dancin in the sheetsdancin in the sheets dancin in the sheets dancin in the sheets  
